title,author,date,lure,link
The Morning After: The Nintendo Game Boy hits 30,Mat Smith,04.22.2019,"Yesterday, Nintendo's Game Boy turned 30 years old. Meanwhile, plenty of Fortnite cheats have been... ",https://search.engadget.com/click/_ylt=AwrEtqOejO1jrNITRjJ8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541214/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2019-04-22-the-morning-after-game-boy-anniversary.html/RK=2/RS=e4ZpW5vgmkEO0iAyVJIKasvofpk-
Nintendo Game Boy at 30: As fun as it ever was,Engadget,04.21.2019,"Whether you owned a Game Boy or not, it's likely something you're familiar with. 30 years ago, the... ",https://search.engadget.com/click/_ylt=AwrEtqOejO1jrNITSDJ8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541214/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2019-04-21-nintendo-game-boy-30th-anniversary.html/RK=2/RS=S34r_pfboJLH9DcJhHfXAOfBtpU-
The Switch might finally go on sale in China,Kris Holt,04.18.2019,"It seems the Switch may soon arrive in China, as Nintendo has teamed up with Tencent to bring its... ",https://search.engadget.com/click/_ylt=AwrEoX6ejO1jIUIT7Kh8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541215/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2019-04-18-nintendo-switch-china-tencent.html/RK=2/RS=cVjKL9cHrvZDx3xKxmDenBw6my8-
'Final Fantasy X/X-2 HD Remaster' lands on Switch and Xbox One,AJ Dellinger,04.16.2019,Final Fantasy X/X-2 HD Remaster is blitzballing its way onto new consoles. Four years after its... ,https://search.engadget.com/click/_ylt=AwrEoX6ejO1jIUIT7qh8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541215/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2019-04-16-final-fantasy-x-x-2-hd-remaster-nintendo-switch-xbox-one.html/RK=2/RS=meZY.PtnkjdKM7MAnZt0FruHNrI-
Nintendo Switch update adds individual game save transfers,Saqib Shah,04.16.2019,The latest Nintendo Switch update lets you transfer individual game saves between systems. Until... ,https://search.engadget.com/click/_ylt=AwrEoX6ejO1jIUIT8Kh8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541215/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2019-04-16-switch-update-transfer-game-saves.html/RK=2/RS=8b5XLgoEtkTUW05wRRN7ehJbsyI-
Nintendo Labo VR Kit,Unknown,04.15.2019,The Labo VR kit isn’t going to reinvent virtual reality. But it is a step forward for Nintendo’s... ,https://search.engadget.com/click/_ylt=AwrEoX6ejO1jIUIT8qh8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541215/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fproducts%2fNintendo%2flabo-vr-kit/RK=2/RS=McngNdGQk.7I25OItOUubBYxsGE-
Switch RPG ‘Octopath Traveler’ comes to PC this summer,Amrita Khalid,04.15.2019,The retro-style RPG Octopath Traveler will no longer only be found on the Nintendo Switch. The PC... ,https://search.engadget.com/click/_ylt=AwrEoX6ejO1jIUIT9Kh8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541215/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2019-04-15-switch-rpg-octopath-traveler-comes-to-pc-this-summer.html/RK=2/RS=StgfslLl2KkAVFu5SR1MQ.OpCh0-
Classic board game 'Catan' comes to the Switch on June 20th,AJ Dellinger,04.10.2019,Settlers of Catan is one of the best-selling and most beloved board games in existence. As promised... ,https://search.engadget.com/click/_ylt=AwrEoX6ejO1jIUIT9qh8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541215/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2019-04-10-catan-nintendo-switch-june-20.html/RK=2/RS=geD0KOGbAsj_7QnbLPdHEP4Irao-
"UK investigates Microsoft, Nintendo, Sony over game service practices",Jon Fingas,04.06.2019,"The UK's Competition and Markets Authority is investigating Microsoft, Nintendo and Sony to see if... ",https://search.engadget.com/click/_ylt=AwrEoX6ejO1jIUIT.Kh8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541215/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2019-04-06-uk-investigates-online-game-service-renewals.html/RK=2/RS=LnmqiA7nQChIFM6wILtI9QhmdCs-
Labo VR modes come to 'Super Mario Odyssey' and 'Breath of the Wild',Richard Lawler,04.05.2019,"According to Nintendo you won't have to press it up to your face to replay either game in full,... ",https://search.engadget.com/click/_ylt=AwrEoX6ejO1jIUIT.qh8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541215/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2019-04-05-mario-odyssey-breath-of-the-wild-vr.html/RK=2/RS=u99D2ddK6tDFbL7heieoAtzPGCQ-
"Finally, a Switch controller with a headphone jack",Rachel England,04.04.2019,"Using voice chat on the Nintendo Switch is about to get a whole lot easier, thanks to a new... ",https://search.engadget.com/click/_ylt=AwrEoX6ejO1jIUIT_Kh8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541215/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2019-04-04-finally-a-switch-controller-with-a-headphone-jack.html/RK=2/RS=1RQXGFD1RcTlaIKa3rU2LC4.KAw-
Switch Online adds 'Punch-Out' and 'Super Mario Bros.: The Lost Levels',Richard Lawler,04.02.2019,Nintendo's ever-growing library of NES classics that are playable on Switch will add two more... ,https://search.engadget.com/click/_ylt=AwrEoX6ejO1jIUIT_qh8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541215/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2019-04-02-nes-punch-out-mario-lost-levels-switch.html/RK=2/RS=A3XsgrnO0hsGdm8tuCQSyKq6Noo-
Now Amazon's Twitch Prime comes with a year of Switch Online,Richard Lawler,03.28.2019,"The latest change will be particular appealing to certain gamers, as it's teamed up with Nintendo to... ",https://search.engadget.com/click/_ylt=AwrFbCifjO1j5ZYA_Qx8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541215/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2019-03-28-nintendo-switch-online-prime.html/RK=2/RS=zJlzcegO3mk8bzTUYeOeyfCVzhM-
The Analogue Mega SG wins the retro gaming console war,Zach Hines,03.27.2019,"Today, however, we are blessed with a panoply of options, led by Nintendo's ""classic"" mini-consoles.... ",https://search.engadget.com/click/_ylt=AwrFbCifjO1j5ZYA_wx8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541215/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2019-03-27-analogue-mega-sg-review.html/RK=2/RS=PfbooMiJbjVfWrqfyG0uU0.7W4k-
Nintendo could launch two new Switch consoles this year,Steve Dent,03.25.2019,"Nintendo might launch two new Switches as early as this summer, reports the WSJ. Those folks claim... ",https://search.engadget.com/click/_ylt=AwrFbCifjO1j5ZYAAQ18BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541215/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2019-03-25-nintendo-could-launch-two-new-switch-consoles-this-year.html/RK=2/RS=VXivpvGofci87Ps_QL8sx_7XPXA-
Sony will stream a PlayStation news event on March 25th,Kris Holt,03.22.2019,"After declining to run PlayStation Experience last year and pulling out of this year's E3, Sony is... ",https://search.engadget.com/click/_ylt=AwrFbCifjO1j5ZYAAw18BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541215/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2019-03-22-playstation-state-of-play-ps4-ps-vr-announcements-nintendo-direct.html/RK=2/RS=hLQWhlSNFZ.n.T7jIxdVUlrduAQ-
Scream your head off to survive in 'Supermarket Shriek',Andrew Tarantola,03.22.2019,"In single-player mode, you can control the man and the goat independently using the left and right... ",https://search.engadget.com/click/_ylt=AwrFbCifjO1j5ZYABQ18BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541215/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2019-03-22-supermarket-shriek-gdc-2019-hands-on.html/RK=2/RS=SzpC_sJJ5Qw3wqv6kdpzHm2zYXs-
The Morning After: Trying out Nintendo's Labo VR goggles,Richard Lawler,03.22.2019,"After a week full of reveals and announcements, we're taking a closer look at Google's Stadia... ",https://search.engadget.com/click/_ylt=AwrFbCifjO1j5ZYABw18BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541215/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2019-03-22-the-morning-after.html/RK=2/RS=ULBv_CkkmZhl75YuNVGAUoj2_1o-
Nintendo's Labo turns the Switch into a perfect VR gateway,Devindra Hardawar,03.21.2019,Nintendo proved that its cardboard Labo kits could actually be decent gaming accessories --... ,https://search.engadget.com/click/_ylt=AwrFbCifjO1j5ZYACQ18BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541215/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2019-03-21-nintendo-switch-labo-vr.html/RK=2/RS=U9VLhr3w2Ef1iiAhAjHR8DdB5_A-
Four players fight for undersea supremacy in 'Swimsanity',Andrew Tarantola,03.21.2019,I was afforded a quick demo of the game at the Nintendo Nindies event at GDC 2019 on Wednesday and... ,https://search.engadget.com/click/_ylt=AwrFbCifjO1j5ZYACw18BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541215/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2019-03-21-swimsanity-nintendo-switch-gdc-2019-hands-on.html/RK=2/RS=S8ztpde7RKp73aHqxejDwhGxLw0-
'Cadence of Hyrule' for Switch puts a Zelda spin on an indie classic,Jessica Conditt,03.20.2019,Hyrule is about to get down. Cadence of Hyrule - Crypt of the NecroDancer Featuring The Legend of... ,https://search.engadget.com/click/_ylt=AwrFbCifjO1j5ZYADQ18BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541215/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2019-03-20-cadence-of-hyrule-zelda-switch-crypt-necrodancer.html/RK=2/RS=W8ubpr.Fprr1GrW.Ne3wFlF90mE-
'Stranger Things 3: The Game' arrives alongside the show on July 4th,Jon Fingas,03.20.2019,When the Duffer Brothers said Stranger Things 3: The Game would tie in with the third season of the... ,https://search.engadget.com/click/_ylt=AwrFbCifjO1j5ZYADw18BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541215/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2019-03-20-stranger-things-3-the-game-july-4.html/RK=2/RS=cg29LG5Fg33sKiUCENJpZZg6hvs-
Double Fine's radioactive adventure 'Rad' arrives this summer,Kris Naudus,03.20.2019,Tim Schafer and Lee Petty of Double Fine Productions made a short appearance on Nintendo's Nindies... ,https://search.engadget.com/click/_ylt=AwrEn0egjO1j73YAVDd8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541216/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2019-03-20-double-fine-bandai-namco-rad-switch.html/RK=2/RS=niMwFKAiXT5Y2u7APwXP5m8F_ds-
'Cuphead' hits Nintendo Switch on April 18th,Andrew Tarantola,03.20.2019,"The delightfully difficult game Cuphead is making its way to the Switch this Spring, Nintendo... ",https://search.engadget.com/click/_ylt=AwrEn0egjO1j73YAVjd8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541216/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2019-03-20-cuphead-nintendo-switch-april-18th.html/RK=2/RS=xSL4HMCdm0FG7j7qvO0ibPFnb50-
'Anthem' was the top-selling game in the US this February,Jon Fingas,03.19.2019,"BioWare may be racing to fix Anthem after its bumpy launch, but it doesn't have to worry quite so... ",https://search.engadget.com/click/_ylt=AwrEn0egjO1j73YAWDd8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541216/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2019-03-19-anthem-tops-game-sales-february-npd.html/RK=2/RS=47SWrrvWsnzIBOLJCTzL2t5ad1U-
How to find the best deals on Switch games in Nintendo's eShop,Jamie Rigg,03.19.2019,"Though you're probably sinking way too much time into trying to win a round of Tetris 99 right now,... ",https://search.engadget.com/click/_ylt=AwrEn0egjO1j73YAWjd8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541216/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2019-03-19-how-to-find-the-best-deals-on-switch-games-in-nintendos-eshop.html/RK=2/RS=zspCt5KdzJ6Crq3leA4szkVfvBY-
Share your opinions about the Nintendo Switch!,Amber Bouman,03.08.2019,"When we first reviewed the Nintendo Switch back in 2017, reviewer Devindra Hardawar declared it was... ",https://search.engadget.com/click/_ylt=AwrEn0egjO1j73YAXDd8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541216/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2019-03-08-nintendo-switch-user-reviews.html/RK=2/RS=JQXNn5r8ymsbP.JvCq.NcKou0_U-
Nintendo Switch revisited: Two years makes a big difference,Devindra Hardawar,03.07.2019,"While Sony and Microsoft chased the specter of high-end 4K gaming, Nintendo, once again, took a... ",https://search.engadget.com/click/_ylt=AwrEn0egjO1j73YAXjd8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541216/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2019-03-07-nintendo-switch-review-two-years.html/RK=2/RS=DR3wiYHWPWYN4qqDTgygQv92dJc-
Nintendo's next Labo kit brings VR to Switch on April 12th,Richard Lawler,03.06.2019,Most VR headsets on the market feature much higher refresh rates and pixel density to enhance... ,https://search.engadget.com/click/_ylt=AwrEn0egjO1j73YAYDd8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541216/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2019-03-06-nintendo-labo-vr.html/RK=2/RS=yih2f70Al38xQihaMauFAC91euY-
‘Kid Icarus’ and ‘StarTropics’ come to the Nintendo Switch next week,Amrita Khalid,03.06.2019,Nintendo is adding a pair of vintage NES games to its Switch Online library next Wednesday. Kid... ,https://search.engadget.com/click/_ylt=AwrEn0egjO1j73YAYjd8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541216/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2019-03-06-kid-icarus-and-startropics-nintendo-switch-online.html/RK=2/RS=RadQQ7Sjd80NC.ztTGU8Sm7HqFI-
The best games for Nintendo Switch,Engadget,03.06.2019,"Nintendo's Switch is on a roll. Now into its second year, the youngest of the games consoles is... ",https://search.engadget.com/click/_ylt=AwrEn0egjO1j73YAZDd8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541216/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2019-03-06-nintendo-switch-best-games.html/RK=2/RS=KCBR7jKO0rnOo.JKjChCwFGqARY-
Engadget at 15: A look at how much tech has changed,Engadget,03.02.2019,"A lot has changed since Engadget was born, both in the gadgets we use and what we do with them on a... ",https://search.engadget.com/click/_ylt=AwrEn0egjO1j73YAZjd8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541216/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2019-03-02-engadget-15-year-anniversary-15-things.html/RK=2/RS=XLUWIoZFQurt7JQceMi.NaZiHN8-
'Mewtwo Strikes Back' CG remake shows off its first trailer,Richard Lawler,02.28.2019,"Pokémon The First Movie: Mewtwo Strikes Back debuted in 1998, and now we have a trailer for the... ",https://search.engadget.com/click/_ylt=AwrFCSygjO1jG4sAWSB8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541216/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2019-02-28-mewtwo-strikes-back-cgi-remake.html/RK=2/RS=VGzqZuD7EQCDjgMK4e9299b3.ls-
The Switch adds another comic book reader in Izneo,Saqib Shah,02.28.2019,The Switch hasn't quite lived up to its tablet potential due to a severe lack of software outside of... ,https://search.engadget.com/click/_ylt=AwrFCSygjO1jG4sAWyB8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541216/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2019-02-28-switch-comic-book-reader-izneo.html/RK=2/RS=0NYLFfqpIODxMDl9sHFoFBcB9LM-
'Pokémon Sword' and 'Shield' arrive on Switch late 2019,Jon Fingas,02.27.2019,Nintendo and Game Freak have been promising an honest-to-goodness Pokémon role-playing game for the... ,https://search.engadget.com/click/_ylt=AwrFCSygjO1jG4sAXSB8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541216/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2019-02-27-pokemon-sword-and-shield-for-switch.html/RK=2/RS=3TAthxOi0xDAt6c5mRTGrY9wfnk-
Indie favorite 'To the Moon' is coming to Nintendo Switch this summer,AJ Dellinger,02.26.2019,Indie RPG favorite To the Moon is set to make the journey to the Nintendo Switch this summer.... ,https://search.engadget.com/click/_ylt=AwrFCSygjO1jG4sAXyB8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541216/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2019-02-26-to-the-moon-nintendo-switch-summer-2019.html/RK=2/RS=14OmAdyN7dEoRbMLiAL4CmYjGUE-
Three classic ‘Resident Evil’ games come to the Switch on May 21st,Christine Fisher,02.25.2019,"May 21. The company shared a save-the-date for Resident Evil 0, Resident Evil and Resident Evil 4 on... ",https://search.engadget.com/click/_ylt=AwrFCSygjO1jG4sAYSB8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541216/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2019-02-25-resident-evil-nintendo-switch-may-21.html/RK=2/RS=1sLpmyPPzMqlJMsElpjGb2nFGmE-
Android is (unofficially) coming to the Nintendo Switch,Jon Fingas,02.24.2019,"Ever since the Nintendo Switch launched, there's been a lingering question: can it run Android?... ",https://search.engadget.com/click/_ylt=AwrFCSygjO1jG4sAYyB8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541216/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2019-02-24-android-nintendo-switch-mod.html/RK=2/RS=oIbPSgGlcwDYqdaMKEdETMFJrl4-
Nintendo of America president Reggie Fils-Aimé is retiring,Kris Holt,02.21.2019,"After almost 13 years in the job, Nintendo of America COO and president Reggie Fils-Aimé is stepping... ",https://search.engadget.com/click/_ylt=AwrFCSygjO1jG4sAZSB8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541216/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2019-02-21-nintendo-president-reggie-fils-aime-retiring.html/RK=2/RS=NIj8HLDN9FvG0uFK8p_.jKo5lJE-
The 'Link's Awakening' remake could be the start of something special,Nathan Ingraham,02.14.2019,"I never beat The Legend of Zelda: Link's Awakening, but not for lack of trying. The 1993 title... ",https://search.engadget.com/click/_ylt=AwrFCSygjO1jG4sAZyB8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541216/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2019-02-14-nintendo-legend-of-zelda-links-awakening-classic-switch.html/RK=2/RS=KcMeo0t3_2yWwpUtANex1D3NhsQ-
'Tetris 99' hands-on: The battle royale game for everyone else,Mat Smith,02.14.2019,"Last night, Nintendo dropped an awful lot of things to get excited about if you're a Switch owner.... ",https://search.engadget.com/click/_ylt=AwrFCSygjO1jG4sAaSB8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541216/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2019-02-14-tetris-99-switch-battle-royale-hands-on-impressions.html/RK=2/RS=yOPifTiwciiCluAPCIw0ghw64Ic-
'Bloodstained: Ritual of the Night' is finally coming this summer (updated),Mariella Moon,02.14.2019,You'll finally be able to play Castlevania's spiritual successor this year. Both Nintendo and Sony... ,https://search.engadget.com/click/_ylt=AwrFCSygjO1jG4sAayB8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541216/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2019-02-14-bloodstained-summer-release.html/RK=2/RS=mhNo5Hl1KRIgwOJjdg5neJIXU8o-
‘Silksong’ is a full-blown sequel to ‘Hollow Knight’,Aaron Souppouris,02.14.2019,"Hollow Knight was kind of a sleeper hit, at least around these parts. Hollow Knight: Silksong was... ",https://search.engadget.com/click/_ylt=AwrEmRqhjO1j0G4AYgN8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541217/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2019-02-14-hollow-knight-silksong-trailer.html/RK=2/RS=NQEc1gSC3LQBtY3NqGqCqukL0L8-
Nintendo announces 'Hellblade: Senua's Sacrifice' for the Switch,Mariella Moon,02.13.2019,The award-winning game Hellblade: Senua's Sacrifice is bound to mess with more people's heads now... ,https://search.engadget.com/click/_ylt=AwrEmRqhjO1j0G4AZAN8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541217/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2019-02-13-nintendo-hellblade-switch.html/RK=2/RS=mtxqb5BEq9UoM3tOpOHQpYMmJl0-
Switch owners can play 'Assassin's Creed III Remastered' May 21st,Jon Fingas,02.13.2019,"Assassin's Creed is coming to the Switch for the first time, although it might not be in the way you... ",https://search.engadget.com/click/_ylt=AwrEmRqhjO1j0G4AZgN8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541217/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2019-02-13-assassins-creed-iii-remastered-for-switch.html/RK=2/RS=Ot15PrajeT0vs.7XgmXB0KLXni8-
'Astral Chain' brings Platinum-flavored action to Switch this August,Jessica Conditt,02.13.2019,"Astral Chain is the latest neon-infused, over-the-top action title from Platinum Games, and it's due... ",https://search.engadget.com/click/_ylt=AwrEmRqhjO1j0G4AaAN8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541217/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2019-02-13-astral-chain-platinum-games-switch-august-nintendo.html/RK=2/RS=1D_ygy97pU5kxhZIIWzfexkndsY-
'Legend of Zelda: Link's Awakening' gets a second life on Switch,Jon Fingas,02.13.2019,Nintendo had a giant surprise waiting at the end of its latest Direct show: it's remaking The Legend... ,https://search.engadget.com/click/_ylt=AwrEmRqhjO1j0G4AagN8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541217/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2019-02-13-legend-of-zelda-links-awakening-on-switch.html/RK=2/RS=RQ1hzhh1pwhJb3xj98N5h0G6x3Q-
'Tetris' is now a battle royale game exclusive to Nintendo Switch,Richard Lawler,02.13.2019,"Forget Apex Legends, there's another new free-to-play battle royale game now: Tetris 99. This... ",https://search.engadget.com/click/_ylt=AwrEmRqhjO1j0G4AbAN8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541217/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2019-02-13-tetris-99.html/RK=2/RS=QRb3BgG9r2JRa4RbHom1PjeSAjY-
'Dragon Quest XI' arrives on Switch this fall,Jon Fingas,02.13.2019,"Yes, it's true: Dragon Quest XI for the Switch is coming. Square Enix has announced that Dragon... ",https://search.engadget.com/click/_ylt=AwrEmRqhjO1j0G4AbgN8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541217/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2019-02-13-dragon-quest-xi-for-switch.html/RK=2/RS=AuST3KFjTiBpjWNB7W7c91XoMW0-
'Fire Emblem: Three Houses' comes to Nintendo Switch on July 26th,Jessica Conditt,02.13.2019,"The houses are the Black Eagles, Blue Lions and Golden Deer, and each one represents a different... ",https://search.engadget.com/click/_ylt=AwrEmRqhjO1j0G4AcAN8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541217/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2019-02-13-fire-emblem-three-houses-release-date-nintendo-switch.html/RK=2/RS=4LN3WqXvsfhCxRwt0lxCRgx36nE-
